detected,detect_time_min,horizon_min,flight_distance_m,energy_wh,search_minutes,unique_cells_searched,total_search_ops,redundant_search_ops,n_swaps,n_replans,replan_ms_total,planner,initial_model,area_name,seed,replicate,arm,target_profile,elapsed_before_min,n_uavs,moving_target
False,,180.0,75330.64646499537,886.3188424419689,141.0,21,47,26,17,15,509.9604000006366,rolling,datadriven,demo_valley,5018,18,D,hiker,53.0,2,True
False,,180.0,89507.70613585859,900.3354179811361,132.0,25,44,19,18,14,536.5443999926356,rolling,datadriven,demo_valley,5019,19,D,hiker,72.0,2,True
False,,180.0,96539.93519806057,980.8653391503083,138.0,25,46,21,14,14,445.171899997149,rolling,datadriven,demo_valley,5020,20,D,desoriented,55.0,2,True
False,,180.0,91763.0754688408,945.7428552048881,135.0,30,45,15,14,14,561.989599995286,rolling,datadriven,demo_valley,5021,21,D,hiker,81.0,2,True
False,,180.0,90907.96956550218,922.9938493015131,135.0,19,45,26,17,15,328.9428999987649,rolling,datadriven,demo_valley,5022,22,D,photographer,50.0,2,True
True,66.0,180.0,33954.06870151177,344.89790333967403,52.0,11,17,6,5,5,271.6481000024942,rolling,datadriven,demo_valley,5023,23,D,hiker,70.0,2,True
False,,180.0,92260.7863304634,938.362684992718,138.0,38,46,8,15,14,359.9696000101176,rolling,datadriven,demo_valley,5000,0,E|stationary-target,hiker,53.0,2,False
False,,180.0,78810.85802586557,891.7331421502574,141.0,43,47,4,17,16,508.4661999990203,rolling,datadriven,demo_valley,5001,1,E|stationary-target,hiker,50.0,2,False
True,153.0,180.0,64114.384575365526,757.4516502652659,126.0,37,42,5,14,14,578.5756000041147,rolling,datadriven,demo_valley,5002,2,E|stationary-target,injured,34.0,2,False
False,,180.0,93325.9056644603,969.3537560401085,138.0,43,46,3,14,15,493.05849999836937,rolling,datadriven,demo_valley,5003,3,E|stationary-target,desoriented,71.0,2,False
False,,180.0,99708.65476117999,937.8705946769094,126.0,37,42,5,17,13,418.4240000031423,rolling,datadriven,demo_valley,5004,4,E|stationary-target,hiker,40.0,2,False
False,,180.0,85562.76666654472,910.3906012153948,135.0,43,45,2,17,15,460.1284999944255,rolling,datadriven,demo_valley,5005,5,E|stationary-target,desoriented,30.0,2,False
False,,180.0,87043.13056452062,946.0920912426154,144.0,42,48,6,15,14,644.8385999974562,rolling,datadriven,demo_valley,5006,6,E|stationary-target,injured,58.0,2,False
True,70.0,180.0,36087.70330738636,371.67372822055813,57.0,15,19,4,5,6,308.96580000535323,rolling,datadriven,demo_valley,5007,7,E|stationary-target,desoriented,67.0,2,False
False,,180.0,102818.9913653773,962.9365997553491,129.0,36,43,7,15,14,504.40350000462786,rolling,datadriven,demo_valley,5008,8,E|stationary-target,hiker,89.0,2,False
False,,180.0,92995.4320930039,972.689163113304,138.0,40,46,6,14,15,409.7154999963095,rolling,datadriven,demo_valley,5009,9,E|stationary-target,hiker,47.0,2,False
True,65.0,180.0,35847.70147509078,348.563991683773,49.0,13,16,3,5,5,394.07809999465826,rolling,datadriven,demo_valley,5010,10,E|stationary-target,desoriented,57.0,2,False
False,,180.0,68547.8684958186,847.8985443686415,144.0,47,48,1,17,15,552.2351000008712,rolling,datadriven,demo_valley,5011,11,E|stationary-target,desoriented,45.0,2,False
False,,180.0,96947.06808601922,979.8631672486775,135.0,44,45,1,14,14,505.6630000090081,rolling,datadriven,demo_valley,5012,12,E|stationary-target,hiker,66.0,2,False
False,,180.0,91617.9244116226,968.7890140974164,138.0,42,46,4,14,15,458.21990000240476,rolling,datadriven,demo_valley,5013,13,E|stationary-target,injured,34.0,2,False
False,,180.0,81126.13338156696,898.0604183143885,138.0,42,46,4,17,15,269.26560000083555,rolling,datadriven,demo_valley,5014,14,E|stationary-target,photographer,79.0,2,False
False,,180.0,81091.72083184173,892.0439347717438,138.0,43,46,3,17,15,413.7587000077474,rolling,datadriven,demo_valley,5015,15,E|stationary-target,desoriented,70.0,2,False
False,,180.0,96571.23038001562,991.8517184784006,138.0,43,46,3,14,15,299.77040000085253,rolling,datadriven,demo_valley,5016,16,E|stationary-target,photographer,33.0,2,False
False,,180.0,95834.60140565329,977.5273998336339,138.0,40,46,6,14,15,391.74889999958395,rolling,datadriven,demo_valley,5017,17,E|stationary-target,desoriented,52.0,2,False
False,,180.0,86090.91896438567,914.3843740411899,138.0,42,46,4,16,14,529.0667000072062,rolling,datadriven,demo_valley,5018,18,E|stationary-target,hiker,53.0,2,False
False,,180.0,92277.84360992609,924.8703292678206,135.0,36,45,9,16,14,544.5495999983905,rolling,datadriven,demo_valley,5019,19,E|stationary-target,hiker,72.0,2,False
False,,180.0,86825.45347380076,915.3000583900298,138.0,45,46,1,15,15,507.047700005387,rolling,datadriven,demo_valley,5020,20,E|stationary-target,desoriented,55.0,2,False
False,,180.0,97783.26104508949,987.6078340569088,135.0,44,45,1,14,14,570.1922999969611,rolling,datadriven,demo_valley,5021,21,E|stationary-target,hiker,81.0,2,False
False,,180.0,92045.81680084948,934.0506179000145,135.0,40,45,5,16,14,365.3894000035507,rolling,datadriven,demo_valley,5022,22,E|stationary-target,photographer,50.0,2,False
False,,180.0,94909.53175928247,928.4705913899984,132.0,38,44,6,17,14,400.0053999998272,rolling,datadriven,demo_valley,5023,23,E|stationary-target,hiker,70.0,2,False
