n_missions,DSR,EDT_censored,EDT_median,EDT_conditional,P(T<=30),P(T<=60),P(T<=90),P(T<=120),P(T<=180),mean_flight_distance_m,mean_energy_wh,mean_search_minutes,mean_unique_cells_searched,mean_redundant_search_ops,mean_n_replans,mean_replan_ms_total,mean_n_swaps,eps,DSR_ci_lo,DSR_ci_hi
24.0,0.125,172.54166666666666,180.0,120.33333333333333,0.0,0.0,0.0,0.08333333333333333,1.0,91927.1609878037,914.654139230881,126.91666666666667,21.5,20.708333333333332,13.458333333333334,437.07503750056276,14.375,0.0,0.043443340766555705,0.31003881288351376
24.0,0.125,168.54166666666666,180.0,88.33333333333333,0.0,0.041666666666666664,0.041666666666666664,0.125,1.0,91561.14483550267,899.4532843201563,122.54166666666667,21.041666666666668,19.75,13.083333333333334,438.8544708325526,14.0,0.1,0.043443340766555705,0.31003881288351376
24.0,0.125,166.625,180.0,73.0,0.0,0.041666666666666664,0.125,0.125,1.0,90453.20570299512,886.3971913381694,120.625,20.625,19.541666666666668,12.666666666666666,419.5579875006767,13.625,0.2,0.043443340766555705,0.31003881288351376
24.0,0.041666666666666664,177.875,180.0,129.0,0.0,0.0,0.0,0.0,1.0,101747.90063067387,962.3075618865432,126.08333333333333,22.916666666666668,19.083333333333332,13.583333333333334,448.6946541655546,14.416666666666666,0.4,0.007393456157134015,0.20241806497072865
24.0,0.08333333333333333,174.95833333333334,180.0,119.5,0.0,0.0,0.0,0.041666666666666664,1.0,104535.55708732417,950.99183726168,118.20833333333333,23.333333333333332,16.0,12.583333333333334,426.6493125006339,14.375,0.6,0.023158815275656514,0.25848802211330957
24.0,0.041666666666666664,176.0,180.0,84.0,0.0,0.0,0.041666666666666664,0.041666666666666664,1.0,105609.27455719422,954.664044107667,118.70833333333333,24.666666666666668,14.833333333333334,12.5,426.57691666598413,14.75,0.8,0.007393456157134015,0.20241806497072865
24.0,0.041666666666666664,176.20833333333334,180.0,89.0,0.0,0.0,0.041666666666666664,0.041666666666666664,1.0,95502.07979560865,914.6377061604738,125.375,24.791666666666668,16.916666666666668,13.208333333333334,436.1739208341078,16.0,1.0,0.007393456157134015,0.20241806497072865
