detected,detect_time_min,horizon_min,flight_distance_m,energy_wh,search_minutes,unique_cells_searched,total_search_ops,redundant_search_ops,n_swaps,n_replans,replan_ms_total,planner,initial_model,area_name,seed,replicate,arm,target_profile,elapsed_before_min,n_uavs,moving_target
False,,180.0,95594.45492711628,973.3335109761501,135.0,20,45,25,14,14,585.4859999944892,rolling,datadriven,demo_valley,2005,5,datadriven,photographer,65.0,2,True
False,,180.0,87611.7562822602,903.4627848737457,135.0,17,45,28,15,14,517.0641999911822,rolling,datadriven,demo_valley,2006,6,datadriven,photographer,85.0,2,True
False,,180.0,100174.56945506195,967.2989854473076,126.0,19,42,23,15,13,422.1496000091065,rolling,datadriven,demo_valley,2007,7,datadriven,photographer,68.0,2,True
False,,180.0,92903.3125953549,928.257599438487,135.0,26,45,19,14,14,452.14309999482794,rolling,datadriven,demo_valley,2008,8,datadriven,hiker,71.0,2,True
True,3.0,180.0,1864.2640687119285,15.804174394267754,2.0,0,0,0,0,1,153.74289999999746,rolling,datadriven,demo_valley,2009,9,datadriven,injured,87.0,2,True
False,,180.0,96506.71827804702,967.0150648925784,132.0,21,44,23,14,14,396.2325999964378,rolling,datadriven,demo_valley,2010,10,datadriven,hiker,56.0,2,True
True,156.0,180.0,72696.49166545276,797.7512308377684,125.0,25,41,16,14,13,427.89739999534504,rolling,datadriven,demo_valley,2011,11,datadriven,desoriented,46.0,2,True
False,,180.0,93893.38995857912,909.0341754583137,126.0,27,42,15,17,13,498.1670000051963,rolling,datadriven,demo_valley,2012,12,datadriven,hiker,77.0,2,True
False,,180.0,90623.60469126952,959.3209733864435,141.0,23,47,24,15,15,445.08819999100524,rolling,datadriven,demo_valley,2013,13,datadriven,desoriented,58.0,2,True
False,,180.0,96128.24587772324,942.2973554486163,132.0,33,44,11,14,14,482.1207999902981,rolling,datadriven,demo_valley,2014,14,datadriven,injured,82.0,2,True
True,81.0,180.0,46692.28330533563,446.7050005619759,60.0,16,19,3,6,7,239.25210000379593,rolling,datadriven,demo_valley,2015,15,datadriven,desoriented,82.0,2,True
False,,180.0,79621.1624649785,908.6569281202287,144.0,27,48,21,16,16,470.73009999894566,rolling,datadriven,demo_valley,2016,16,datadriven,hiker,66.0,2,True
True,123.0,180.0,52714.61219166472,598.3487388200856,93.0,17,31,14,12,11,413.1080000024667,rolling,datadriven,demo_valley,2017,17,datadriven,hiker,63.0,2,True
False,,180.0,80756.94248749988,887.536451427791,141.0,29,47,18,16,15,462.44969999861496,rolling,datadriven,demo_valley,2018,18,datadriven,desoriented,42.0,2,True
False,,180.0,76231.09871000348,884.7686005429562,142.0,31,47,16,17,15,359.1426999992109,rolling,datadriven,demo_valley,2019,19,datadriven,injured,65.0,2,True
False,,180.0,74963.5732843586,893.5434618754391,144.0,24,48,24,17,16,394.48259999517177,rolling,datadriven,demo_valley,2020,20,datadriven,desoriented,42.0,2,True
False,,180.0,92282.87937663027,930.914285488339,135.0,30,45,15,16,15,563.4532000012769,rolling,datadriven,demo_valley,2021,21,datadriven,injured,44.0,2,True
False,,180.0,94723.54981865262,952.8552111406173,132.0,25,44,19,14,14,481.49130000092555,rolling,datadriven,demo_valley,2022,22,datadriven,hiker,82.0,2,True
True,24.0,180.0,11986.496291913465,125.54339684144534,20.0,3,6,3,1,2,117.69140000160405,rolling,datadriven,demo_valley,2023,23,datadriven,hiker,66.0,2,True
