detected,detect_time_min,horizon_min,flight_distance_m,energy_wh,search_minutes,unique_cells_searched,total_search_ops,redundant_search_ops,n_swaps,n_replans,replan_ms_total,planner,initial_model,area_name,seed,replicate,arm,target_profile,elapsed_before_min,n_uavs,moving_target,sweep_group,sweep_value
False,,180.0,68099.60088510922,870.4238859855769,149.0,19,49,30,17,16,598.4092999997301,rolling,datadriven,demo_valley,6019,19,q_bias=1.2,hiker,45.0,2,True,q_bias,1.2
False,,180.0,79539.38987859107,902.0324182783113,141.0,24,47,23,17,15,621.932500001094,rolling,datadriven,demo_valley,6020,20,q_bias=1.2,desoriented,81.0,2,True,q_bias,1.2
False,,180.0,72622.86597700608,878.4216366050932,147.0,23,49,26,17,16,761.8442000020877,rolling,datadriven,demo_valley,6021,21,q_bias=1.2,desoriented,56.0,2,True,q_bias,1.2
False,,180.0,103920.05787849399,999.8206349332954,132.0,30,44,14,14,14,660.0804999989123,rolling,datadriven,demo_valley,6022,22,q_bias=1.2,desoriented,65.0,2,True,q_bias,1.2
False,,180.0,98725.37714670089,967.455159355944,135.0,26,45,19,15,15,596.2065000067014,rolling,datadriven,demo_valley,6023,23,q_bias=1.2,photographer,75.0,2,True,q_bias,1.2
True,3.0,180.0,3288.683298050514,19.173503637390343,1.0,0,0,0,0,1,101.65930000039225,rolling,datadriven,demo_valley,6000,0,q_bias=1.4,photographer,55.0,2,True,q_bias,1.4
False,,180.0,98812.3820250386,979.7964338789752,132.0,26,44,18,15,14,586.493400011932,rolling,datadriven,demo_valley,6001,1,q_bias=1.4,desoriented,89.0,2,True,q_bias,1.4
True,144.0,180.0,63287.373375382034,712.3983506802858,110.0,17,36,19,14,12,549.3046000037793,rolling,datadriven,demo_valley,6002,2,q_bias=1.4,hiker,36.0,2,True,q_bias,1.4
False,,180.0,97352.33662091033,954.9195595158797,132.0,19,44,25,14,13,479.73809999530204,rolling,datadriven,demo_valley,6003,3,q_bias=1.4,desoriented,43.0,2,True,q_bias,1.4
False,,180.0,94246.10273256464,960.7192117943962,135.0,30,45,15,14,14,494.1512999994302,rolling,datadriven,demo_valley,6004,4,q_bias=1.4,hiker,65.0,2,True,q_bias,1.4
False,,180.0,85721.04135270999,931.9945930567096,141.0,27,47,20,15,15,504.8906000010902,rolling,datadriven,demo_valley,6005,5,q_bias=1.4,hiker,89.0,2,True,q_bias,1.4
False,,180.0,100296.76466231272,972.4821716457998,135.0,28,45,17,14,15,513.4221000016623,rolling,datadriven,demo_valley,6006,6,q_bias=1.4,hiker,52.0,2,True,q_bias,1.4
False,,180.0,71147.91412828428,856.1972503648105,141.0,23,47,24,17,15,512.1244999936607,rolling,datadriven,demo_valley,6007,7,q_bias=1.4,desoriented,58.0,2,True,q_bias,1.4
False,,180.0,70755.25661311229,881.1695167373318,145.0,20,48,28,17,16,547.532600001432,rolling,datadriven,demo_valley,6008,8,q_bias=1.4,hiker,70.0,2,True,q_bias,1.4
False,,180.0,96946.61909259122,950.789891531484,126.0,35,42,7,14,13,584.6598999905837,rolling,datadriven,demo_valley,6009,9,q_bias=1.4,hiker,87.0,2,True,q_bias,1.4
False,,180.0,94753.80897777143,929.8730616254962,132.0,29,44,15,14,14,593.0861000024379,rolling,datadriven,demo_valley,6010,10,q_bias=1.4,hiker,67.0,2,True,q_bias,1.4
False,,180.0,118287.38102839602,1027.2598358903813,117.0,24,39,15,14,13,331.1430999992808,rolling,datadriven,demo_valley,6011,11,q_bias=1.4,hiker,57.0,2,True,q_bias,1.4
False,,180.0,98691.20397899285,980.5064957733605,138.0,27,46,19,14,15,655.5185000033816,rolling,datadriven,demo_valley,6012,12,q_bias=1.4,desoriented,41.0,2,True,q_bias,1.4
False,,180.0,108911.27229180007,1002.3192779489739,123.0,23,41,18,14,13,609.7273000041241,rolling,datadriven,demo_valley,6013,13,q_bias=1.4,desoriented,89.0,2,True,q_bias,1.4
False,,180.0,105025.76688564708,980.2045942609668,126.0,24,42,18,14,13,496.138500006964,rolling,datadriven,demo_valley,6014,14,q_bias=1.4,hiker,86.0,2,True,q_bias,1.4
False,,180.0,86084.87694969721,913.818050601676,138.0,33,46,13,15,15,1548.6557999965953,rolling,datadriven,demo_valley,6015,15,q_bias=1.4,injured,46.0,2,True,q_bias,1.4
False,,180.0,119785.03968726203,1028.1088637301623,114.0,24,38,14,15,12,495.23190000218165,rolling,datadriven,demo_valley,6016,16,q_bias=1.4,hiker,62.0,2,True,q_bias,1.4
True,85.0,180.0,42833.710189746795,462.54922147551275,71.0,16,23,7,6,7,456.0550000060175,rolling,datadriven,demo_valley,6017,17,q_bias=1.4,hiker,30.0,2,True,q_bias,1.4
True,118.0,180.0,63937.09459789758,613.0299616193222,84.0,18,28,10,11,9,524.8457999987295,rolling,datadriven,demo_valley,6018,18,q_bias=1.4,desoriented,90.0,2,True,q_bias,1.4
False,,180.0,61980.14011420102,852.2822051299655,151.0,22,50,28,17,16,512.8664999992907,rolling,datadriven,demo_valley,6019,19,q_bias=1.4,hiker,45.0,2,True,q_bias,1.4
False,,180.0,82531.34093639444,916.5283957531117,141.0,28,47,19,16,15,484.56419999820355,rolling,datadriven,demo_valley,6020,20,q_bias=1.4,desoriented,81.0,2,True,q_bias,1.4
False,,180.0,75345.09723447147,892.8487626662927,144.0,24,48,24,17,16,513.2948000109536,rolling,datadriven,demo_valley,6021,21,q_bias=1.4,desoriented,56.0,2,True,q_bias,1.4
False,,180.0,110705.64557122358,1010.8834705881983,126.0,27,42,15,14,14,444.6708000050421,rolling,datadriven,demo_valley,6022,22,q_bias=1.4,desoriented,65.0,2,True,q_bias,1.4
False,,180.0,93876.28016828347,952.7042051721137,138.0,30,46,16,15,15,321.89769999513373,rolling,datadriven,demo_valley,6023,23,q_bias=1.4,photographer,75.0,2,True,q_bias,1.4
True,4.0,180.0,4068.683298050514,28.28923647094974,2.0,0,0,0,0,1,85.30119999886665,rolling,datadriven,demo_valley,6000,0,beta_bias=-0.3,photographer,55.0,2,True,beta_bias,-0.3
False,,180.0,90643.67063636104,924.1341513680645,132.0,22,44,22,16,14,438.897300006829,rolling,datadriven,demo_valley,6001,1,beta_bias=-0.3,desoriented,89.0,2,True,beta_bias,-0.3
True,97.0,180.0,44330.7074968704,481.1192135391745,73.0,13,24,11,9,8,436.23090000346565,rolling,datadriven,demo_valley,6002,2,beta_bias=-0.3,hiker,36.0,2,True,beta_bias,-0.3
False,,180.0,97567.91382921471,956.1404400456597,132.0,20,44,24,14,13,477.5015000022904,rolling,datadriven,demo_valley,6003,3,beta_bias=-0.3,desoriented,43.0,2,True,beta_bias,-0.3
False,,180.0,90361.33859729039,940.5586397266214,135.0,23,45,22,15,14,476.1486999968838,rolling,datadriven,demo_valley,6004,4,beta_bias=-0.3,hiker,65.0,2,True,beta_bias,-0.3
False,,180.0,96187.40634743622,949.1333302216519,132.0,25,44,19,15,14,469.5074000001114,rolling,datadriven,demo_valley,6005,5,beta_bias=-0.3,hiker,89.0,2,True,beta_bias,-0.3
False,,180.0,98459.29419200406,966.8526868377992,138.0,27,46,19,14,15,511.9546999958402,rolling,datadriven,demo_valley,6006,6,beta_bias=-0.3,hiker,52.0,2,True,beta_bias,-0.3
False,,180.0,70919.63345102558,854.2296085919254,141.0,20,47,27,17,15,484.0605000008509,rolling,datadriven,demo_valley,6007,7,beta_bias=-0.3,desoriented,58.0,2,True,beta_bias,-0.3
False,,180.0,76526.55067578328,893.0683225629716,141.0,21,47,26,17,15,531.471799998144,rolling,datadriven,demo_valley,6008,8,beta_bias=-0.3,hiker,70.0,2,True,beta_bias,-0.3
False,,180.0,99392.58716678621,968.7757516683835,129.0,29,43,14,15,14,520.282499991481,rolling,datadriven,demo_valley,6009,9,beta_bias=-0.3,hiker,87.0,2,True,beta_bias,-0.3
False,,180.0,99011.08794843644,965.8119033573115,135.0,26,45,19,14,14,560.7510999989245,rolling,datadriven,demo_valley,6010,10,beta_bias=-0.3,hiker,67.0,2,True,beta_bias,-0.3
False,,180.0,116324.54420919089,1028.923242835268,120.0,24,40,16,14,13,334.0709999911269,rolling,datadriven,demo_valley,6011,11,beta_bias=-0.3,hiker,57.0,2,True,beta_bias,-0.3
True,149.0,180.0,78430.70544362777,797.3132676618359,116.0,24,38,14,12,13,568.6587999944095,rolling,datadriven,demo_valley,6012,12,beta_bias=-0.3,desoriented,41.0,2,True,beta_bias,-0.3
False,,180.0,107972.42994434555,1003.898337175599,126.0,21,42,21,14,13,455.2827999887086,rolling,datadriven,demo_valley,6013,13,beta_bias=-0.3,desoriented,89.0,2,True,beta_bias,-0.3
False,,180.0,105533.41759060496,984.9277271008937,126.0,23,42,19,14,14,347.56369999649905,rolling,datadriven,demo_valley,6014,14,beta_bias=-0.3,hiker,86.0,2,True,beta_bias,-0.3
True,89.0,180.0,36292.996923094586,459.5243635191334,81.0,25,27,2,7,7,432.42600000303355,rolling,datadriven,demo_valley,6015,15,beta_bias=-0.3,injured,46.0,2,True,beta_bias,-0.3
False,,180.0,114357.80668476607,1006.6537886478033,117.0,25,39,14,14,12,417.51860000022134,rolling,datadriven,demo_valley,6016,16,beta_bias=-0.3,hiker,62.0,2,True,beta_bias,-0.3
False,,180.0,99081.58381803177,955.0846548154457,132.0,25,44,19,14,11,501.0094000008394,rolling,datadriven,demo_valley,6017,17,beta_bias=-0.3,hiker,30.0,2,True,beta_bias,-0.3
False,,180.0,90863.50844521925,922.9869986518545,135.0,26,45,19,16,14,451.2137999972765,rolling,datadriven,demo_valley,6018,18,beta_bias=-0.3,desoriented,90.0,2,True,beta_bias,-0.3
False,,180.0,68452.70175525307,869.3117577368935,149.0,16,49,33,17,16,451.6466000013679,rolling,datadriven,demo_valley,6019,19,beta_bias=-0.3,hiker,45.0,2,True,beta_bias,-0.3
False,,180.0,79676.42449979919,893.0805078677394,138.0,20,46,26,17,15,423.4970000024987,rolling,datadriven,demo_valley,6020,20,beta_bias=-0.3,desoriented,81.0,2,True,beta_bias,-0.3
False,,180.0,77704.54540207912,904.1444052315703,144.0,20,48,28,17,16,466.9900000017151,rolling,datadriven,demo_valley,6021,21,beta_bias=-0.3,desoriented,56.0,2,True,beta_bias,-0.3
False,,180.0,103807.16465557725,1000.2602564651468,132.0,28,44,16,14,14,444.0824999992401,rolling,datadriven,demo_valley,6022,22,beta_bias=-0.3,desoriented,65.0,2,True,beta_bias,-0.3
False,,180.0,97103.45544737567,957.2489280154957,135.0,21,45,24,15,15,326.2715000055323,rolling,datadriven,demo_valley,6023,23,beta_bias=-0.3,photographer,75.0,2,True,beta_bias,-0.3
False,,180.0,85026.91956716368,912.1507955610491,141.0,19,47,28,17,16,300.9374000075695,rolling,datadriven,demo_valley,6000,0,beta_bias=-0.15,photographer,55.0,2,True,beta_bias,-0.15
False,,180.0,91160.16470269577,927.5435301937474,132.0,23,44,21,16,14,433.9938000075563,rolling,datadriven,demo_valley,6001,1,beta_bias=-0.15,desoriented,89.0,2,True,beta_bias,-0.15
True,76.0,180.0,34372.28081430497,372.92723629474983,57.0,12,19,7,7,6,377.9240999983813,rolling,datadriven,demo_valley,6002,2,beta_bias=-0.15,hiker,36.0,2,True,beta_bias,-0.15
False,,180.0,97541.32270005475,953.5533317453924,132.0,20,44,24,14,13,468.21730000010575,rolling,datadriven,demo_valley,6003,3,beta_bias=-0.15,desoriented,43.0,2,True,beta_bias,-0.15
False,,180.0,90100.6352549034,938.4245484740322,135.0,27,45,18,15,14,476.1941000015213,rolling,datadriven,demo_valley,6004,4,beta_bias=-0.15,hiker,65.0,2,True,beta_bias,-0.15
False,,180.0,95211.45204417543,941.6929960636537,132.0,25,44,19,15,14,467.23679999195156,rolling,datadriven,demo_valley,6005,5,beta_bias=-0.15,hiker,89.0,2,True,beta_bias,-0.15
False,,180.0,98452.37661662675,967.2291495246672,138.0,28,46,18,14,15,500.3491000006761,rolling,datadriven,demo_valley,6006,6,beta_bias=-0.15,hiker,52.0,2,True,beta_bias,-0.15
False,,180.0,70996.20337691609,855.4479573547001,141.0,19,47,28,17,15,486.8159000052401,rolling,datadriven,demo_valley,6007,7,beta_bias=-0.15,desoriented,58.0,2,True,beta_bias,-0.15
False,,180.0,72751.40903377623,880.2962668333694,142.0,19,47,28,17,15,517.3821999978827,rolling,datadriven,demo_valley,6008,8,beta_bias=-0.15,hiker,70.0,2,True,beta_bias,-0.15
False,,180.0,99846.81251711337,971.290813673058,129.0,28,43,15,15,14,522.9734000031385,rolling,datadriven,demo_valley,6009,9,beta_bias=-0.15,hiker,87.0,2,True,beta_bias,-0.15
True,152.0,180.0,84296.43925639172,828.1109107722866,116.0,24,38,14,12,13,532.0292999977028,rolling,datadriven,demo_valley,6010,10,beta_bias=-0.15,hiker,67.0,2,True,beta_bias,-0.15
False,,180.0,117263.56729522158,1021.5571241653342,117.0,24,39,15,14,13,340.77679999336397,rolling,datadriven,demo_valley,6011,11,beta_bias=-0.15,hiker,57.0,2,True,beta_bias,-0.15
False,,180.0,97247.78440803992,969.2919876494273,138.0,28,46,18,14,15,539.3876999951317,rolling,datadriven,demo_valley,6012,12,beta_bias=-0.15,desoriented,41.0,2,True,beta_bias,-0.15
False,,180.0,113164.83332590011,1018.164475615203,124.0,21,41,20,14,13,417.95619999993505,rolling,datadriven,demo_valley,6013,13,beta_bias=-0.15,desoriented,89.0,2,True,beta_bias,-0.15
False,,180.0,104054.86467849222,977.3507068193937,126.0,25,42,17,14,14,366.1388000000443,rolling,datadriven,demo_valley,6014,14,beta_bias=-0.15,hiker,86.0,2,True,beta_bias,-0.15
False,,180.0,90037.33861888376,942.0869562599319,141.0,32,47,15,15,15,515.8589000011489,rolling,datadriven,demo_valley,6015,15,beta_bias=-0.15,injured,46.0,2,True,beta_bias,-0.15
False,,180.0,114706.79860653132,1009.1917335526621,117.0,24,39,15,14,12,423.76920000424434,rolling,datadriven,demo_valley,6016,16,beta_bias=-0.15,hiker,62.0,2,True,beta_bias,-0.15
False,,180.0,99802.88477849087,958.6925857185531,132.0,26,44,18,14,10,506.1255000082383,rolling,datadriven,demo_valley,6017,17,beta_bias=-0.15,hiker,30.0,2,True,beta_bias,-0.15
True,48.0,180.0,26342.654158191966,251.24033783383533,35.0,9,11,2,4,4,335.1909999955751,rolling,datadriven,demo_valley,6018,18,beta_bias=-0.15,desoriented,90.0,2,True,beta_bias,-0.15
False,,180.0,68061.48827355381,869.0995924409353,149.0,18,49,31,17,16,468.3571999921696,rolling,datadriven,demo_valley,6019,19,beta_bias=-0.15,hiker,45.0,2,True,beta_bias,-0.15
False,,180.0,79057.68388176206,899.811898151444,141.0,20,47,27,17,16,470.32220000801317,rolling,datadriven,demo_valley,6020,20,beta_bias=-0.15,desoriented,81.0,2,True,beta_bias,-0.15
False,,180.0,77452.31207046418,902.9899446089441,144.0,22,48,26,17,16,466.02119999806746,rolling,datadriven,demo_valley,6021,21,beta_bias=-0.15,desoriented,56.0,2,True,beta_bias,-0.15
False,,180.0,103621.96228046459,999.3436808285685,132.0,29,44,15,14,14,458.9417000006506,rolling,datadriven,demo_valley,6022,22,beta_bias=-0.15,desoriented,65.0,2,True,beta_bias,-0.15
False,,180.0,95691.75489028444,956.542609276263,138.0,22,46,24,15,15,359.2341999983546,rolling,datadriven,demo_valley,6023,23,beta_bias=-0.15,photographer,75.0,2,True,beta_bias,-0.15
True,164.0,180.0,82007.50703013322,840.5953795025478,122.0,15,40,25,16,14,324.9799000004714,rolling,datadriven,demo_valley,6000,0,beta_bias=0.0,photographer,55.0,2,True,beta_bias,0.0
False,,180.0,91298.35687113847,929.1538573324337,132.0,23,44,21,16,14,457.0863000035388,rolling,datadriven,demo_valley,6001,1,beta_bias=0.0,desoriented,89.0,2,True,beta_bias,0.0
False,,180.0,78612.4335233641,877.5050984512689,133.0,19,44,25,18,14,527.1640999999363,rolling,datadriven,demo_valley,6002,2,beta_bias=0.0,hiker,36.0,2,True,beta_bias,0.0
False,,180.0,96836.57951753438,951.9104065691396,132.0,21,44,23,14,13,481.8011999959708,rolling,datadriven,demo_valley,6003,3,beta_bias=0.0,desoriented,43.0,2,True,beta_bias,0.0
False,,180.0,90268.03925561832,939.4042305845052,135.0,26,45,19,15,14,555.2706000007674,rolling,datadriven,demo_valley,6004,4,beta_bias=0.0,hiker,65.0,2,True,beta_bias,0.0
False,,180.0,95357.55554251675,941.6109308884384,132.0,27,44,17,15,14,522.4787000015567,rolling,datadriven,demo_valley,6005,5,beta_bias=0.0,hiker,89.0,2,True,beta_bias,0.0
False,,180.0,98193.7195364862,966.5270576695646,138.0,30,46,16,14,15,501.0032999980467,rolling,datadriven,demo_valley,6006,6,beta_bias=0.0,hiker,52.0,2,True,beta_bias,0.0
False,,180.0,70604.74902566131,853.9275774804737,141.0,20,47,27,17,15,509.5826000060697,rolling,datadriven,demo_valley,6007,7,beta_bias=0.0,desoriented,58.0,2,True,beta_bias,0.0
False,,180.0,70976.2561348478,883.0902118639649,145.0,22,48,26,17,16,544.6695000055115,rolling,datadriven,demo_valley,6008,8,beta_bias=0.0,hiker,70.0,2,True,beta_bias,0.0
False,,180.0,99946.5665025806,971.7965153004466,129.0,28,43,15,15,14,539.1732999905798,rolling,datadriven,demo_valley,6009,9,beta_bias=0.0,hiker,87.0,2,True,beta_bias,0.0
False,,180.0,96294.985316618,936.8306125418901,132.0,27,44,17,14,14,610.1354000056745,rolling,datadriven,demo_valley,6010,10,beta_bias=0.0,hiker,67.0,2,True,beta_bias,0.0
False,,180.0,117264.65833228489,1016.6092569820772,114.0,23,38,15,14,13,316.96450000436016,rolling,datadriven,demo_valley,6011,11,beta_bias=0.0,hiker,57.0,2,True,beta_bias,0.0
False,,180.0,96800.70019049347,966.971772164594,138.0,26,46,20,14,15,535.5713999961154,rolling,datadriven,demo_valley,6012,12,beta_bias=0.0,desoriented,41.0,2,True,beta_bias,0.0
False,,180.0,117575.88467109475,1037.13034276307,120.0,23,40,17,14,13,419.68529999576276,rolling,datadriven,demo_valley,6013,13,beta_bias=0.0,desoriented,89.0,2,True,beta_bias,0.0
False,,180.0,101950.741580832,978.0065852730997,129.0,24,43,19,14,12,351.7350999991322,rolling,datadriven,demo_valley,6014,14,beta_bias=0.0,hiker,86.0,2,True,beta_bias,0.0
True,82.0,180.0,41162.774434412975,428.1126834050798,66.0,22,22,0,6,7,374.4663999968907,rolling,datadriven,demo_valley,6015,15,beta_bias=0.0,injured,46.0,2,True,beta_bias,0.0
True,74.0,180.0,49135.2153022703,422.582373868127,47.0,11,15,4,6,6,345.8273000042027,rolling,datadriven,demo_valley,6016,16,beta_bias=0.0,hiker,62.0,2,True,beta_bias,0.0
False,,180.0,100210.34984656452,962.8533494505511,132.0,28,44,16,14,14,500.3198999984306,rolling,datadriven,demo_valley,6017,17,beta_bias=0.0,hiker,30.0,2,True,beta_bias,0.0
False,,180.0,96033.29729257822,931.102460797948,129.0,20,43,23,17,14,439.6292000019457,rolling,datadriven,demo_valley,6018,18,beta_bias=0.0,desoriented,90.0,2,True,beta_bias,0.0
False,,180.0,67510.00655983195,866.7301454104181,149.0,19,49,30,17,16,445.3707000002396,rolling,datadriven,demo_valley,6019,19,beta_bias=0.0,hiker,45.0,2,True,beta_bias,0.0
False,,180.0,78847.83027433313,899.2280304992112,141.0,20,47,27,17,16,423.02659999677417,rolling,datadriven,demo_valley,6020,20,beta_bias=0.0,desoriented,81.0,2,True,beta_bias,0.0
False,,180.0,77380.34869772871,903.3541029856843,144.0,23,48,25,17,16,430.5493999900136,rolling,datadriven,demo_valley,6021,21,beta_bias=0.0,desoriented,56.0,2,True,beta_bias,0.0
False,,180.0,103983.539591051,1001.0103088655487,132.0,29,44,15,14,14,437.2584000120696,rolling,datadriven,demo_valley,6022,22,beta_bias=0.0,desoriented,65.0,2,True,beta_bias,0.0
False,,180.0,100176.58164936068,970.4043744797434,135.0,20,45,25,15,15,318.38470000002417,rolling,datadriven,demo_valley,6023,23,beta_bias=0.0,photographer,75.0,2,True,beta_bias,0.0
True,4.0,180.0,4068.683298050514,28.28923647094974,2.0,0,0,0,0,1,80.99150000089139,rolling,datadriven,demo_valley,6000,0,beta_bias=0.15,photographer,55.0,2,True,beta_bias,0.15
False,,180.0,90040.54231265115,935.4065692401457,135.0,24,45,21,15,14,425.9482999896136,rolling,datadriven,demo_valley,6001,1,beta_bias=0.15,desoriented,89.0,2,True,beta_bias,0.15
True,87.0,180.0,39544.21085775145,433.1483939982534,64.0,12,21,9,8,7,409.21449999405013,rolling,datadriven,demo_valley,6002,2,beta_bias=0.15,hiker,36.0,2,True,beta_bias,0.15
False,,180.0,96764.03112139928,953.0883816208914,132.0,22,44,22,14,13,441.6846999920381,rolling,datadriven,demo_valley,6003,3,beta_bias=0.15,desoriented,43.0,2,True,beta_bias,0.15
False,,180.0,89568.95482859071,936.158783909774,135.0,28,45,17,15,14,473.7295999912021,rolling,datadriven,demo_valley,6004,4,beta_bias=0.15,hiker,65.0,2,True,beta_bias,0.15
False,,180.0,95357.79750704061,941.3466474227298,132.0,27,44,17,15,14,499.3192999809253,rolling,datadriven,demo_valley,6005,5,beta_bias=0.15,hiker,89.0,2,True,beta_bias,0.15
False,,180.0,91858.74987067802,922.2729399965167,135.0,28,45,17,14,14,521.7539000150282,rolling,datadriven,demo_valley,6006,6,beta_bias=0.15,hiker,52.0,2,True,beta_bias,0.15
False,,180.0,70532.45249195481,853.2593486932676,141.0,20,47,27,17,15,468.0985000159126,rolling,datadriven,demo_valley,6007,7,beta_bias=0.15,desoriented,58.0,2,True,beta_bias,0.15
False,,180.0,71808.34547244215,877.0548145749833,145.0,23,48,25,17,16,525.578000002497,rolling,datadriven,demo_valley,6008,8,beta_bias=0.15,hiker,70.0,2,True,beta_bias,0.15
False,,180.0,102871.13367701517,987.0258389802664,129.0,30,43,13,14,14,512.975000008737,rolling,datadriven,demo_valley,6009,9,beta_bias=0.15,hiker,87.0,2,True,beta_bias,0.15
False,,180.0,97131.19214886831,931.5551628586978,129.0,24,43,19,14,14,575.0090999972599,rolling,datadriven,demo_valley,6010,10,beta_bias=0.15,hiker,67.0,2,True,beta_bias,0.15
False,,180.0,122282.2288860713,1013.3112471427248,108.0,20,36,16,15,12,301.21030000918836,rolling,datadriven,demo_valley,6011,11,beta_bias=0.15,hiker,57.0,2,True,beta_bias,0.15
False,,180.0,97370.03718828718,968.9819951689008,138.0,26,46,20,14,15,523.9735999966797,rolling,datadriven,demo_valley,6012,12,beta_bias=0.15,desoriented,41.0,2,True,beta_bias,0.15
False,,180.0,118236.1838673706,1039.4464295682833,120.0,23,40,17,14,13,427.8923999900144,rolling,datadriven,demo_valley,6013,13,beta_bias=0.15,desoriented,89.0,2,True,beta_bias,0.15
False,,180.0,103238.99807255802,972.3197794202183,126.0,22,42,20,15,12,342.66220000063186,rolling,datadriven,demo_valley,6014,14,beta_bias=0.15,hiker,86.0,2,True,beta_bias,0.15
False,,180.0,91486.05062918863,943.6643572091199,138.0,29,46,17,15,15,512.3061999875063,rolling,datadriven,demo_valley,6015,15,beta_bias=0.15,injured,46.0,2,True,beta_bias,0.15
False,,180.0,122267.0401436255,1013.7356019424119,109.0,22,36,14,15,12,404.3491000011272,rolling,datadriven,demo_valley,6016,16,beta_bias=0.15,hiker,62.0,2,True,beta_bias,0.15
False,,180.0,100597.58677057292,976.115808225417,135.0,28,45,17,14,14,483.47810000996105,rolling,datadriven,demo_valley,6017,17,beta_bias=0.15,hiker,30.0,2,True,beta_bias,0.15
False,,180.0,95932.0411715901,918.0881831210199,126.0,21,42,21,18,14,453.8797999994131,rolling,datadriven,demo_valley,6018,18,beta_bias=0.15,desoriented,90.0,2,True,beta_bias,0.15
False,,180.0,67451.44324379464,866.9954213683725,149.0,18,49,31,17,16,446.3970000069821,rolling,datadriven,demo_valley,6019,19,beta_bias=0.15,hiker,45.0,2,True,beta_bias,0.15
False,,180.0,78594.72213993223,897.7423377158118,141.0,20,47,27,17,16,425.1232000297023,rolling,datadriven,demo_valley,6020,20,beta_bias=0.15,desoriented,81.0,2,True,beta_bias,0.15
False,,180.0,72623.17151503175,882.1783969876294,147.0,26,49,23,17,16,422.9654999780905,rolling,datadriven,demo_valley,6021,21,beta_bias=0.15,desoriented,56.0,2,True,beta_bias,0.15
False,,180.0,104580.52196045953,1003.652580321339,132.0,27,44,17,14,14,428.6371000125655,rolling,datadriven,demo_valley,6022,22,beta_bias=0.15,desoriented,65.0,2,True,beta_bias,0.15
False,,180.0,97994.20678799297,960.0897001836568,135.0,21,45,24,15,15,319.9949999943783,rolling,datadriven,demo_valley,6023,23,beta_bias=0.15,photographer,75.0,2,True,beta_bias,0.15
True,3.0,180.0,3288.683298050514,19.173503637390343,1.0,0,0,0,0,1,88.46499999890511,rolling,datadriven,demo_valley,6000,0,beta_bias=0.3,photographer,55.0,2,True,beta_bias,0.3
False,,180.0,90027.06653334337,935.3412437723914,135.0,24,45,21,15,14,457.5699000070017,rolling,datadriven,demo_valley,6001,1,beta_bias=0.3,desoriented,89.0,2,True,beta_bias,0.3
True,75.0,180.0,33361.14317668546,366.5591030952761,56.0,10,18,8,7,6,384.80479999088857,rolling,datadriven,demo_valley,6002,2,beta_bias=0.3,hiker,36.0,2,True,beta_bias,0.3
False,,180.0,96777.48445743651,950.4445037452936,132.0,21,44,23,14,13,433.12119998881826,rolling,datadriven,demo_valley,6003,3,beta_bias=0.3,desoriented,43.0,2,True,beta_bias,0.3
True,144.0,180.0,73065.16845841918,770.6684734694641,113.0,22,37,15,11,12,472.6321999987704,rolling,datadriven,demo_valley,6004,4,beta_bias=0.3,hiker,65.0,2,True,beta_bias,0.3
False,,180.0,98363.07677201138,956.1714615241124,129.0,27,43,16,15,14,507.6630000003206,rolling,datadriven,demo_valley,6005,5,beta_bias=0.3,hiker,89.0,2,True,beta_bias,0.3
False,,180.0,93295.79096571897,921.594039191759,132.0,25,44,19,14,14,544.1476000050898,rolling,datadriven,demo_valley,6006,6,beta_bias=0.3,hiker,52.0,2,True,beta_bias,0.3
False,,180.0,76240.14728267539,897.80621639377,144.0,21,48,27,17,16,491.71469999964756,rolling,datadriven,demo_valley,6007,7,beta_bias=0.3,desoriented,58.0,2,True,beta_bias,0.3
False,,180.0,69878.36632075146,879.0299787663123,145.0,22,48,26,17,16,545.4405000073166,rolling,datadriven,demo_valley,6008,8,beta_bias=0.3,hiker,70.0,2,True,beta_bias,0.3
False,,180.0,103250.75687630502,988.5364070954422,129.0,28,43,15,14,14,519.2347999909543,rolling,datadriven,demo_valley,6009,9,beta_bias=0.3,hiker,87.0,2,True,beta_bias,0.3
False,,180.0,94778.18634680186,929.774170164858,132.0,25,44,19,14,14,640.503799997532,rolling,datadriven,demo_valley,6010,10,beta_bias=0.3,hiker,67.0,2,True,beta_bias,0.3
False,,180.0,123092.47235319116,1018.9941424150971,108.0,19,36,17,15,12,339.59780000077444,rolling,datadriven,demo_valley,6011,11,beta_bias=0.3,hiker,57.0,2,True,beta_bias,0.3
False,,180.0,97304.8699945708,968.586275516621,138.0,26,46,20,14,15,544.4616000004316,rolling,datadriven,demo_valley,6012,12,beta_bias=0.3,desoriented,41.0,2,True,beta_bias,0.3
False,,180.0,118467.70327224862,1041.5887227407395,120.0,23,40,17,14,13,448.78180001614965,rolling,datadriven,demo_valley,6013,13,beta_bias=0.3,desoriented,89.0,2,True,beta_bias,0.3
False,,180.0,103325.50954926916,972.5288686545017,126.0,22,42,20,15,12,392.94119999067334,rolling,datadriven,demo_valley,6014,14,beta_bias=0.3,hiker,86.0,2,True,beta_bias,0.3
False,,180.0,90861.09349244647,929.8597101782161,135.0,31,45,14,15,14,553.6876999904052,rolling,datadriven,demo_valley,6015,15,beta_bias=0.3,injured,46.0,2,True,beta_bias,0.3
